Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
EM,Emissions shares,183,Romania,7273,Emissions (CO2),6505,Food Household Consumption,2016,2016,kilotonnes,1729.7268,Fc,Calculated data
EM,Emissions shares,183,Romania,7273,Emissions (CO2),6506,Food Packaging,2016,2016,kilotonnes,680.6179,Fc,Calculated data
EM,Emissions shares,199,Slovakia,7273,Emissions (CO2),6996,Farm-gate emissions,2016,2016,kilotonnes,339.911,Fc,Calculated data
EM,Emissions shares,199,Slovakia,7273,Emissions (CO2),6516,Land Use change,2016,2016,kilotonnes,0,Fc,Calculated data
EM,Emissions shares,199,Slovakia,7273,Emissions (CO2),6510,On-farm electricity use,2016,2016,kilotonnes,54.3004,Fc,Calculated data
EM,Emissions shares,199,Slovakia,7273,Emissions (CO2),6507,Food Processing,2016,2016,kilotonnes,409.6752,Fc,Calculated data
EM,Emissions shares,199,Slovakia,7273,Emissions (CO2),6815,Food Transport,2016,2016,kilotonnes,485.87,Fc,Calculated data
EM,Emissions shares,199,Slovakia,7273,Emissions (CO2),6508,Food Retail,2016,2016,kilotonnes,385.8625,Fc,Calculated data
EM,Emissions shares,199,Slovakia,7273,Emissions (CO2),6515,Food Waste Disposal,2016,2016,kilotonnes,25.5932,Fc,Calculated data
EM,Emissions shares,199,Slovakia,7273,Emissions (CO2),6505,Food Household Consumption,2016,2016,kilotonnes,541.0326,Fc,Calculated data
EM,Emissions shares,199,Slovakia,7273,Emissions (CO2),6506,Food Packaging,2016,2016,kilotonnes,350.119,Fc,Calculated data
EM,Emissions shares,198,Slovenia,7273,Emissions (CO2),6996,Farm-gate emissions,2016,2016,kilotonnes,420.491,Fc,Calculated data
EM,Emissions shares,198,Slovenia,7273,Emissions (CO2),6516,Land Use change,2016,2016,kilotonnes,1162.213,Fc,Calculated data
EM,Emissions shares,198,Slovenia,7273,Emissions (CO2),6510,On-farm electricity use,2016,2016,kilotonnes,0,Fc,Calculated data
EM,Emissions shares,198,Slovenia,7273,Emissions (CO2),6507,Food Processing,2016,2016,kilotonnes,271.1227,Fc,Calculated data
EM,Emissions shares,198,Slovenia,7273,Emissions (CO2),6815,Food Transport,2016,2016,kilotonnes,436.8834,Fc,Calculated data
EM,Emissions shares,198,Slovenia,7273,Emissions (CO2),6508,Food Retail,2016,2016,kilotonnes,263.3134,Fc,Calculated data
EM,Emissions shares,198,Slovenia,7273,Emissions (CO2),6515,Food Waste Disposal,2016,2016,kilotonnes,19.2591,Fc,Calculated data
EM,Emissions shares,198,Slovenia,7273,Emissions (CO2),6505,Food Household Consumption,2016,2016,kilotonnes,345.6361,Fc,Calculated data
EM,Emissions shares,198,Slovenia,7273,Emissions (CO2),6506,Food Packaging,2016,2016,kilotonnes,377.9196,Fc,Calculated data
EM,Emissions shares,203,Spain,7273,Emissions (CO2),6996,Farm-gate emissions,2016,2016,kilotonnes,6852.3172,Fc,Calculated data
EM,Emissions shares,203,Spain,7273,Emissions (CO2),6516,Land Use change,2016,2016,kilotonnes,807.8143,Fc,Calculated data
EM,Emissions shares,203,Spain,7273,Emissions (CO2),6510,On-farm electricity use,2016,2016,kilotonnes,2017.8925,Fc,Calculated data
EM,Emissions shares,203,Spain,7273,Emissions (CO2),6507,Food Processing,2016,2016,kilotonnes,7180.3819,Fc,Calculated data
EM,Emissions shares,203,Spain,7273,Emissions (CO2),6815,Food Transport,2016,2016,kilotonnes,6395.18,Fc,Calculated data
EM,Emissions shares,203,Spain,7273,Emissions (CO2),6508,Food Retail,2016,2016,kilotonnes,4077.4958,Fc,Calculated data
EM,Emissions shares,203,Spain,7273,Emissions (CO2),6515,Food Waste Disposal,2016,2016,kilotonnes,289.1799,Fc,Calculated data
EM,Emissions shares,203,Spain,7273,Emissions (CO2),6505,Food Household Consumption,2016,2016,kilotonnes,5713.9608,Fc,Calculated data
EM,Emissions shares,203,Spain,7273,Emissions (CO2),6506,Food Packaging,2016,2016,kilotonnes,2226.6534,Fc,Calculated data
EM,Emissions shares,210,Sweden,7273,Emissions (CO2),6996,Farm-gate emissions,2016,2016,kilotonnes,5898.1325,Fc,Calculated data
EM,Emissions shares,210,Sweden,7273,Emissions (CO2),6516,Land Use change,2016,2016,kilotonnes,23845.36,Fc,Calculated data
EM,Emissions shares,210,Sweden,7273,Emissions (CO2),6510,On-farm electricity use,2016,2016,kilotonnes,27.5655,Fc,Calculated data
EM,Emissions shares,210,Sweden,7273,Emissions (CO2),6507,Food Processing,2016,2016,kilotonnes,517.6882,Fc,Calculated data
EM,Emissions shares,210,Sweden,7273,Emissions (CO2),6815,Food Transport,2016,2016,kilotonnes,1500.3065,Fc,Calculated data
EM,Emissions shares,210,Sweden,7273,Emissions (CO2),6508,Food Retail,2016,2016,kilotonnes,203.1784,Fc,Calculated data
EM,Emissions shares,210,Sweden,7273,Emissions (CO2),6515,Food Waste Disposal,2016,2016,kilotonnes,98.5326,Fc,Calculated data
EM,Emissions shares,210,Sweden,7273,Emissions (CO2),6505,Food Household Consumption,2016,2016,kilotonnes,126.0222,Fc,Calculated data
EM,Emissions shares,210,Sweden,7273,Emissions (CO2),6506,Food Packaging,2016,2016,kilotonnes,357.5019,Fc,Calculated data
